rating_date,local_currency,foreign_currency,產業類別,證券代號,公司名稱,快速連結,每股淨值,指標1,指標2_1_1,指標2_2_1,指標2_3_1,指標3_1,指標3_2,指標4_1_1,指標4_2_1,指標4_3_1,指標5,指標6,指標7,指標8,指標9,指標2_1_2,指標2_2_2,指標2_3_2,指標4_1_2,指標4_2_2,指標4_3_2,en_name
,,,建材營造,9906,欣巴巴,"

財報電子書

重大訊息
","109Q2      9.20
",普通交易,106,107,108,89.58,1.24,107,108,109Q2,"      0.00
",0,0,無,無,"                 97,528
","                -30,233
","                -81,580
","             -3,663,337
","               -312,764
","               -241,382
",HSIN BA BA  CORPORATION
,,,建材營造,9946,三發地產,"

財報電子書

重大訊息
","109Q2     22.23
",變更交易,106,107,108,42.31,4.09,107,108,109Q2,"      0.00
",0,0,無,"有詳細資料
","                396,023
","                346,652
","              1,588,304
","                -22,017
","              3,815,627
","                455,442
",SAN FAR PROPERTY LIMITED
,,,航運業,2208,台船,"

財報電子書

重大訊息
","109Q2     12.51
",普通交易,106,107,108,83.21,1.12,107,108,109Q2,"      0.00
",0,0,無,無,"             -5,880,118
","             -3,100,211
","             -1,818,470
","               -664,770
","                480,250
","             -6,798,581
","CSBC Corporation, Taiwan"
,,,航運業,2603,長榮,"

財報電子書

重大訊息
","109Q2     14.93
",普通交易,106,107,108,75.49,0.95,107,108,109Q2,"      0.00
",0,158.5,無,無,"              7,005,171
","                293,919
","                112,519
","              3,045,171
","             19,793,262
","             13,405,953
",EVERGREEN MARINE CORP. 
,,,航運業,2605,新興,"

財報電子書

重大訊息
","109Q2     25.99
",普通交易,106,107,108,27.6,2.45,107,108,109Q2,"      0.00
",0,26.66,無,無,"                511,396
","                 61,777
","                 88,316
","              1,191,589
","              1,862,653
","              1,021,218
",SINCERE NAVIGATION CORPORATION
,,,航運業,2606,裕民,"

財報電子書

重大訊息
","109Q2     27.54
",普通交易,106,107,108,61.18,1.42,107,108,109Q2,"     15.80
",0,25.38,無,無,"                999,520
","              1,668,840
","              1,621,695
","              2,935,788
","              4,518,383
","              1,421,840
",U-MING MARINE TRANSPORT CORP.
,,,航運業,2607,榮運,"

財報電子書

重大訊息
","109Q2     20.88
",普通交易,106,107,108,34.09,1.46,107,108,109Q2,"      0.00
",0,29.69,無,無,"                883,121
","                863,837
","                838,194
","              2,582,685
","              2,737,893
","              1,800,493
",EVERGREEN INTERNATIONAL STORAGE & TRANSPORT
,,,航運業,2608,嘉里大榮,"

財報電子書

重大訊息
","109Q2     20.22
",普通交易,106,107,108,53.77,0.92,107,108,109Q2,"      0.00
",0.64,6.88,無,無,"              1,185,046
","              1,216,548
","              1,352,312
","              1,339,016
","              2,682,982
","              1,061,111
",Kerry TJ Logistics Company Limited
,,,航運業,2609,陽明,"

財報電子書

重大訊息
","109Q2      6.04
",普通交易,106,107,108,90.96,0.51,107,108,109Q2,"      0.00
",18.45,77.79,無,無,"                320,849
","             -6,590,955
","             -4,309,957
","             -3,097,289
","             11,193,575
","             11,020,767
",Yang Ming Marine Transport Corp.
,,,航運業,2610,華航,"

財報電子書

重大訊息
","109Q2     10.23
",普通交易,106,107,108,79.49,0.81,107,108,109Q2,"      0.00
",0,15.45,無,無,"              2,208,066
","              1,790,361
","             -1,199,798
","             25,188,007
","             37,526,612
","             -3,740,792
",China Airlines Ltd.
,,,航運業,2611,志信,"

財報電子書

重大訊息
","109Q2     14.06
",普通交易,106,107,108,42.54,1.39,107,108,109Q2,"     26.01
",11.92,26.31,無,無,"                  9,981
","                 51,558
","               -125,149
","                102,942
","                115,804
","                -43,980
","TZE SHIN INTERNATIONAL CO., LTD."
,,,航運業,2612,中航,"

財報電子書

重大訊息
","109Q2     49.48
",普通交易,106,107,108,49.85,0.73,107,108,109Q2,"     12.03
",0,32,"有詳細資料(一)
詳細資料(二)
",無,"                 98,052
","                513,711
","                323,842
","              1,279,949
","              1,351,661
","                288,712
",Chinese Maritime Transport Ltd.
,,,航運業,2613,中櫃,"

財報電子書

重大訊息
","109Q2     21.80
",普通交易,106,107,108,73.71,0.78,107,108,109Q2,"     21.66
",0,0,無,無,"                 57,502
","                 58,468
","                 35,377
","                256,897
","                557,288
","                296,328
",CHINA CONTAINER TERMINAL CORP
,,,航運業,2617,台航,"

財報電子書

重大訊息
","109Q2     24.02
",普通交易,106,107,108,33.84,1.51,107,108,109Q2,"      0.00
",0,80.74,無,無,"                466,471
","                957,635
","                601,096
","              1,502,224
","              1,394,325
","                386,670
","TAIWAN NAVIGATION CO., LTD."
,,,航運業,2618,長榮航,"

財報電子書

重大訊息
","109Q2     14.11
",普通交易,106,107,108,77.49,1,107,108,109Q2,"      0.00
",0,0,無,無,"              5,752,067
","              6,552,827
","              3,982,467
","             24,090,624
","             37,154,031
","             -2,748,609
",EVA AIRWAYS CORPORATION
,,,航運業,2630,亞航,"

財報電子書

重大訊息
","109Q2     13.32
",普通交易,106,107,108,66.27,1.81,107,108,109Q2,"      0.00
",0,0,無,無,"                123,393
","                 15,405
","                 45,011
","             -1,129,868
","               -620,139
","                -34,698
",Air Asia Company Ltd
,,,航運業,2633,台灣高鐵,"

財報電子書

重大訊息
","109Q2     11.70
",普通交易,106,107,108,84.81,1.4,107,108,109Q2,"      0.00
",0,0,無,無,"              5,339,905
","             10,696,381
","              8,007,033
","             26,216,901
","             28,546,454
","             -3,875,571
",Taiwan High Speed Rail Corporation
,,,航運業,2634,漢翔,"

財報電子書

重大訊息
","109Q3     14.68
",普通交易,106,107,108,69.17,1.45,107,108,109Q3,"      0.00
",0,0,無,無,"              1,747,981
","              2,092,016
","              1,874,287
","             -4,785,650
","                 13,680
","              2,976,822
",Aerospace Industrial Development Corporation
,,,航運業,2636,台驊投控,"

財報電子書

重大訊息
","109Q2     20.42
",普通交易,106,107,108,60.33,1.42,107,108,109Q2,"     12.48
",11.57,27.63,無,無,"                240,110
","                354,930
","                249,047
","                319,154
","                802,373
","                198,368
",T3EX Global Holdings Corp.
,,,航運業,2637,慧洋-KY,"

財報電子書

重大訊息
","109Q2     38.67
",普通交易,106,107,108,67.63,0.33,107,108,109Q2,"     80.65
",0,0,,無,"                417,891
","              1,809,206
","              2,198,583
","              6,040,045
","              6,553,271
","              1,945,774
","Wisdom Marine Lines Co., Limited"
,,,航運業,2642,宅配通,"

財報電子書

重大訊息
","109Q2     20.12
",普通交易,106,107,108,47.53,1.89,107,108,109Q2,"      0.00
",0,0,無,無,"                118,411
","                 68,475
","                161,608
","                123,630
","                473,087
","                208,701
","Taiwan Pelican Express Co., Ltd."
,,,航運業,5607,遠雄港,"

財報電子書

重大訊息
","109Q2     23.10
",普通交易,106,107,108,52.12,2.26,107,108,109Q2,"      1.50
",0,173.16,無,無,"                269,075
","                220,657
","                553,255
","                263,306
","                269,783
","                318,588
","Farglory F T Z Investment Holding Co.,Ltd."
,,,航運業,5608,四維航,"

財報電子書

重大訊息
","109Q2     13.77
",普通交易,106,107,108,82.83,0.21,107,108,109Q2,"     99.26
",3.9,418.16,無,"有詳細資料
","             -2,033,504
","               -151,002
","               -352,868
","              1,095,722
","              1,068,201
","                167,107
","SHIH WEI NAVIGATION CO., LTD"
,,,航運業,8367,建新國際,"

財報電子書

重大訊息
","109Q2     24.89
",普通交易,106,107,108,66.2,0.97,107,108,109Q2,"      0.00
",4.55,66.95,無,無,"                136,615
","                148,204
","                155,714
","                334,439
","                737,787
","                263,678
","CHIEN SHING HARBOUR SERVICE CO. , LTD"
,,,觀光事業,2701,萬企,"

財報電子書

重大訊息
","109Q2     16.63
",普通交易,106,107,108,16.02,4.95,107,108,109Q2,"      0.00
",0,0,無,無,"                400,421
","                329,239
","                399,559
","                152,918
","                133,293
","                 57,945
",WANHWA ENTERPRISE COMPANY
,,,觀光事業,2702,華園,"

財報電子書

重大訊息
","109Q2     10.76
",普通交易,106,107,108,84.08,0.87,107,108,109Q2,"     41.80
",0,0,無,無,"                 -2,308
","                212,662
","                 -4,692
","                 53,214
","                281,378
","                -27,097
",HOTEL HOLIDAY GARDEN
,,,觀光事業,2704,國賓,"

財報電子書

重大訊息
","109Q2     28.90
",普通交易,106,107,108,11.06,3.31,107,108,109Q2,"      0.00
",0,0,無,無,"                442,564
","                404,343
","                383,635
","                585,777
","                439,348
","               -135,473
","THE AMBASSADOR HOTEL,LTD."
,,,觀光事業,2705,六福,"

財報電子書

重大訊息
","109Q2      6.90
",普通交易,106,107,108,89.04,0.35,107,108,109Q2,"     16.79
",0,0,無,無,"             -1,029,198
","             -1,314,168
","               -546,503
","               -196,405
","                -51,450
","               -154,023
","LEOFOO DEVELOPMENT CO., LTD."
,,,觀光事業,2706,第一店,"

財報電子書

重大訊息
","109Q2     17.83
",普通交易,106,107,108,15.8,7.53,107,108,109Q2,"      0.00
",0,0,無,無,"                555,094
","                430,208
","                532,032
","                173,627
","                153,889
","                 60,920
",FIRST HOTEL COMPANY LTD.
,,,觀光事業,2707,晶華,"

財報電子書

重大訊息
","109Q2     23.38
",普通交易,106,107,108,70.25,0.78,107,108,109Q2,"      1.34
",0,0,無,無,"              1,060,310
","              1,368,866
","              1,344,181
","              1,254,740
","              2,352,075
","                390,231
",FORMOSA INTERNATIONAL HOTELS CORPORATION
,,,觀光事業,2712,遠雄來,"

財報電子書

重大訊息
","109Q2     11.38
",普通交易,106,107,108,16.03,0.31,107,108,109Q2,"      0.00
",0,0,無,無,"                 16,433
","                -31,348
","                -15,974
","                 -2,176
","                 39,776
","                 58,230
","FarGlory Hotel Co.,Ltd"
,,,觀光事業,2722,夏都,"

財報電子書

重大訊息
","109Q2     15.14
",普通交易,106,107,108,27.84,0.73,107,108,109Q2,"      5.55
",0,0,無,無,"                 94,015
","                 21,126
","                 40,001
","                112,845
","                189,840
","                 41,591
","Chateau International Development Co.,Ltd."
,,,觀光事業,2723,美食-KY,"

財報電子書

重大訊息
","109Q2     54.25
",普通交易,106,107,108,56.48,0.98,107,108,109Q2,"      0.00
",0,0,,無,"              2,138,075
","              1,667,624
","                932,863
","              3,242,731
","              4,546,281
","              1,401,990
",Gourmet Master Co. Ltd.
,,,觀光事業,2727,王品,"

財報電子書

重大訊息
","109Q2     38.74
",普通交易,106,107,108,70.15,0.94,107,108,109Q2,"      0.00
",5.16,20.41,無,無,"                462,837
","                345,142
","                355,018
","              1,054,820
","              2,510,240
","                835,043
",WOWPRIME CORP.
,,,觀光事業,2731,雄獅,"

財報電子書

重大訊息
","109Q2     24.92
",普通交易,106,107,108,72,1.71,107,108,109Q2,"      3.99
",0,8.42,無,無,"                454,678
","                256,071
","                219,568
","                 -6,420
","              1,339,580
","               -838,139
","Lion Travel Service Co., Ltd."
,,,觀光事業,2739,寒舍,"

財報電子書

重大訊息
","109Q2     13.49
",普通交易,106,107,108,89.71,0.42,107,108,109Q2,"      0.00
",0,0,無,無,"                118,685
","                113,619
","                123,351
","                429,124
","              1,047,013
","                273,746
",MyHumbleHouseHospitalityManagementConsulting
,,,觀光事業,2748,雲品,"

財報電子書

重大訊息
","109Q2     18.51
",普通交易,106,107,108,71.17,0.36,107,108,109Q2,"      0.00
",0,0,無,無,"                228,231
","                211,370
","                183,789
","                371,861
","                693,382
","                -63,654
",FDC International Hotels Corporation
,,,觀光事業,5706,鳳凰,"

財報電子書

重大訊息
","109Q2     17.71
",普通交易,106,107,108,46.98,1.43,107,108,109Q2,"     40.37
",0,0,無,無,"                158,323
","                158,506
","                198,753
","                160,231
","                415,106
","               -119,189
","Phoenix Tours International, Inc."
,,,觀光事業,8462,柏文,"

財報電子書

重大訊息
","109Q2     26.64
",普通交易,106,107,108,74.24,0.53,107,108,109Q2,"     18.19
",0,0,無,無,"                273,603
","                444,005
","                470,130
","                882,572
","              1,299,513
","                687,321
",Power Wind Health Industry Incorporated
,,,觀光事業,8940,新天地,"

財報電子書

重大訊息
","109Q2      9.54
",普通交易,106,107,108,59.98,0.76,107,108,109Q2,"      0.00
",21.16,0,無,無,"                -24,933
","                -34,544
","                -17,569
","                201,149
","                394,369
","                -24,994
","New Palace  International Co., Ltd."
,,,觀光事業,9943,好樂迪,"

財報電子書

重大訊息
","109Q2     25.32
",普通交易,106,107,108,40.91,1.4,107,108,109Q2,"      0.00
",0,0,無,無,"                699,411
","                892,881
","                806,573
","                750,663
","                935,052
","                513,600
","HOLIDAY ENTERTAINMENT CO.,LTD"
,,,金融保險業,2809,京城銀,"

財報電子書

重大訊息
","109Q3     38.27
",普通交易,106,107,108,,,107,108,109Q3,"     23.65
",,,無,無,"              5,610,534
","              2,877,801
","              3,399,687
","             -7,219,331
","             -1,340,352
","              8,010,108
",King's Town Bank
,,,金融保險業,2812,台中銀,"

財報電子書

重大訊息
","109Q2     14.13
",普通交易,106,107,108,,,107,108,109Q2,"     44.49
",,,無,無,"              3,632,542
","              4,008,369
","              4,319,883
","              8,293,638
","             17,392,955
","             19,369,405
","TAICHUNG COMMERCIAL BANK Co., Ltd."
,,,金融保險業,2820,華票,"

財報電子書

重大訊息
","109Q3     18.38
",普通交易,106,107,108,,,107,108,109Q3,"     15.58
",,,無,無,"              1,351,064
","              1,335,419
","              1,244,653
","             -4,995,237
","             13,618,146
","             -3,980,718
",China Bills Finance Corporation
,,,金融保險業,2823,中壽,"

財報電子書

重大訊息
","109Q2     31.40
",普通交易,106,107,108,,,107,108,109Q2,"      0.00
",,,無,無,"              9,083,972
","             10,177,987
","             13,597,878
","            117,989,262
","            117,875,493
","             58,223,451
","China Life Insurance Co., Ltd."
,,,金融保險業,2836,高雄銀,"

財報電子書

重大訊息
","109Q2     14.70
",普通交易,106,107,108,,,107,108,109Q2,"      8.47
",,,無,無,"                452,416
","                479,603
","                774,456
","             -7,966,103
","               -416,156
","               -627,011
","BANK OF KAOHSIUNG,CO.,LTD."
,,,金融保險業,2845,遠東銀,"

財報電子書

重大訊息
","109Q2     14.22
",普通交易,106,107,108,,,107,108,109Q2,"      0.00
",,,無,無,"              2,853,883
","              3,524,201
","              3,632,595
","              4,546,927
","              1,625,890
","            -11,370,863
",FAR EASTERN INTERNATIONAL BANK
,,,金融保險業,2849,安泰銀,"

財報電子書

重大訊息
","109Q2     17.11
",普通交易,106,107,108,,,107,108,109Q2,"     85.64
",,,無,無,"              2,100,432
","              2,210,281
","              2,081,804
","               -460,379
","              4,908,223
","                 79,649
",EnTie Commercial Bank
,,,金融保險業,2855,統一證,"

財報電子書

重大訊息
","109Q2     19.09
",普通交易,106,107,108,,,107,108,109Q2,"      0.00
",,,無,無,"              2,618,769
","              1,210,323
","              2,368,536
","             10,829,692
","             -9,024,667
","              2,686,039
",President Securities Corporation
,,,金融保險業,2867,三商壽,"

財報電子書

重大訊息
","109Q2     17.38
",普通交易,106,107,108,,,107,108,109Q2,"     20.18
",,,無,無,"              3,184,952
","               -312,413
","              5,423,446
","             18,187,084
","             93,543,080
","             29,954,195
","Mercuries Life Insurance Co., Ltd."
,,,金融保險業,2880,華南金,"

財報電子書

重大訊息
","109Q2     14.93
",普通交易,106,107,108,,,107,108,109Q2,"      0.04
",,,無,無,"             12,015,482
","             14,621,319
","             15,955,270
","            -17,158,874
","            -15,304,229
","             24,665,700
","HUA NAN FINANCIAL HOLDINGS CO.,LTD."
,,,金融保險業,2885,元大金,"

財報電子書

重大訊息
","109Q2     20.32
",普通交易,106,107,108,,,107,108,109Q2,"     28.34
",,,無,無,"             16,204,948
","             18,679,208
","             20,445,508
","              9,808,722
","             47,401,709
","             15,744,081
","Yuanta Financial Holding Co., Ltd"
,,,金融保險業,2888,新光金,"

財報電子書

重大訊息
","109Q2     17.88
",普通交易,106,107,108,,,107,108,109Q2,"      0.00
",,,無,無,"             10,531,170
","              9,753,791
","             16,562,137
","            -52,148,191
","            157,764,080
","            -43,619,501
","Shin Kong Financial Holding Co.,Ltd."
,,,金融保險業,2889,國票金,"

財報電子書

重大訊息
","109Q2     12.60
",普通交易,106,107,108,,,107,108,109Q2,"      0.00
",,,無,無,"              2,370,784
","              2,021,559
","              2,629,834
","             12,919,662
","             12,402,563
","             -5,527,366
","IBF Financial Holdings Co., Ltd."
,,,金融保險業,2897,王道銀行,"

財報電子書

重大訊息
","109Q2     12.03
",普通交易,106,107,108,,,107,108,109Q2,"      0.00
",,,無,無,"              1,072,080
","                954,659
","              1,100,433
","             14,348,008
","             -4,377,998
","              3,250,650
","O-Bank Co., Ltd."
,,,金融保險業,6005,群益證,"

財報電子書

重大訊息
","109Q2     15.23
",普通交易,106,107,108,,,107,108,109Q2,"      0.00
",,,無,無,"              2,893,600
","              1,408,865
","              2,566,823
","             10,442,466
","                988,617
","              4,093,872
",CAPITAL SECURITIES CORP.
,,,金融保險業,6024,群益期,"

財報電子書

重大訊息
","109Q2     28.90
",普通交易,106,107,108,,,107,108,109Q2,"      0.00
",,,無,無,"                731,015
","                835,205
","                600,009
","                947,960
","                883,064
","                 75,502
",Capital Futures Corp.
,,,貿易百貨,1432,大魯閣,"

財報電子書

重大訊息
","109Q2      6.15
",普通交易,106,107,108,82.1,1.06,107,108,109Q2,"     75.04
",9.64,8.72,無,無,"               -141,977
","               -184,429
","               -510,853
","                186,838
","                288,657
","                189,198
","Taroko Co., Ltd."
,,,貿易百貨,2601,益航,"

財報電子書

重大訊息
","109Q2     12.31
",普通交易,106,107,108,65.72,0.68,107,108,109Q2,"     24.24
",19.94,71.68,無,無,"                564,961
","                  6,400
","              1,404,377
","                916,836
","              2,084,751
","               -664,619
","First Steamship Co., Ltd."
,,,貿易百貨,2614,東森,"

財報電子書

重大訊息
","109Q2     10.63
",普通交易,106,107,108,59.84,1.16,107,108,109Q2,"      0.00
",18.92,92.4,無,無,"              2,528,545
","              1,070,989
","                390,531
","                 93,672
","              1,296,778
","                776,055
",EASTERN MEDIA INTERNATIONAL CORPORATION
,,,貿易百貨,2901,欣欣,"

財報電子書

重大訊息
","109Q2     11.66
",普通交易,106,107,108,14.11,6.1,107,108,109Q2,"      0.00
",0,0,無,無,"                 34,103
","                 31,660
","                 32,717
","                 45,299
","                 43,481
","                  1,560
",SHIN SHIN CO LTD.
,,,貿易百貨,2903,遠百,"

財報電子書

重大訊息
","109Q2     21.06
",普通交易,106,107,108,69.17,0.32,107,108,109Q2,"      0.00
",0,33.31,無,無,"              1,535,986
","              1,318,150
","              1,781,843
","              4,486,949
","              7,887,486
","             -1,672,733
",Far Eastern Department Stores Ltd.
,,,貿易百貨,2905,三商,"

財報電子書

重大訊息
","109Q2     24.83
",普通交易,106,107,108,96.56,12.29,107,108,109Q2,"     17.36
",0,0,無,無,"              1,640,955
","                332,019
","              3,494,833
","             20,682,443
","             95,449,885
","             31,812,566
","MERCURIES & ASSOCIATES HOLDING, LTD."
,,,貿易百貨,2906,高林,"

財報電子書

重大訊息
","109Q2     13.37
",普通交易,106,107,108,41.71,1.6,107,108,109Q2,"      0.48
",1.77,9.35,無,無,"                 38,575
","                 36,127
","                 62,894
","                207,777
","                351,705
","                465,604
","Collins Co., Ltd."
,,,貿易百貨,2908,特力,"

財報電子書

重大訊息
","109Q2     12.58
",普通交易,106,107,108,82.66,1.1,107,108,109Q2,"     38.12
",0,8.68,無,無,"                823,012
","                406,493
","                100,355
","                985,082
","              2,242,120
","                711,703
","Test Rite Internaional Co., Ltd."
,,,貿易百貨,2910,統領,"

財報電子書

重大訊息
","109Q2     12.94
",普通交易,106,107,108,63.42,0.85,107,108,109Q2,"     48.48
",0,0,無,無,"                 25,963
","                 90,104
","                111,785
","                298,752
","                398,980
","                  6,140
","TONLIN DEPARTMENT STORE CO.,LTD."
,,,貿易百貨,2911,麗嬰房,"

財報電子書

重大訊息
","109Q2     11.75
",普通交易,106,107,108,53.35,1.23,107,108,109Q2,"     20.52
",0,27.53,無,無,"                425,649
","                -90,848
","               -358,711
","               -435,367
","                124,768
","                218,220
","Les enphants Co.,Ltd."
,,,貿易百貨,2912,統一超,"

財報電子書

重大訊息
","109Q2     30.41
",普通交易,106,107,108,80.19,0.92,107,108,109Q2,"      0.00
",0,0,無,無,"             31,017,094
","             10,206,388
","             10,542,860
","             17,917,929
","             28,836,231
","             16,553,545
",PRESIDENT CHAIN STORE CORPORATION
,,,貿易百貨,2913,農林,"

財報電子書

重大訊息
","109Q2     19.87
",普通交易,106,107,108,36.74,1.53,107,108,109Q2,"      0.96
",0,0,無,無,"                622,093
","                -41,988
","               -145,955
","               -132,621
","               -339,398
","               -138,836
",TAIWAN TEA CORPORATION
,,,貿易百貨,2915,潤泰全,"

財報電子書

重大訊息
","109Q2    152.19
",普通交易,106,107,108,29.43,2.16,107,108,109Q2,"     68.70
",0,0.1,無,無,"             13,448,440
","             10,419,575
","              8,794,510
","             -3,216,877
","             -1,642,857
","               -516,145
",RUENTEX INDUSTRIES LIMITED
,,,貿易百貨,2929,淘帝-KY,"

財報電子書

重大訊息
","109Q2     50.48
",普通交易,106,107,108,28.91,3.75,107,108,109Q2, ,0,0,,"有詳細資料
","                912,917
","                953,626
","              1,134,819
","                981,326
","              1,147,929
","                363,005
",TOPBI International Holdings Limited
,,,貿易百貨,2936,客思達-KY,"

財報電子書

重大訊息
","109Q2     33.89
",普通交易,106,107,108,53.69,1.93,107,108,109Q2,"      0.00
",0,0,,無,"                 28,531
","                -21,950
","                -72,226
","                657,835
","                515,623
","              1,421,882
","COASTER INTERNATIONAL CO., LTD."
,,,貿易百貨,2939,凱羿-KY,"

財報電子書

重大訊息
","109Q2     21.49
",普通交易,106,107,108,27.12,4.1,107,108,109Q2,"     27.91
",0,0,,無,"                856,936
","                506,267
","                236,344
","                473,742
","                271,895
","               -153,479
","Kayee International Group Co., Ltd"
,,,貿易百貨,4807,日成-KY,"

財報電子書

重大訊息
","109Q2     23.34
",普通交易,106,107,108,28.43,3.01,107,108,109Q2,"      0.00
",0,0,,"有詳細資料
","                127,007
","                206,394
","               -146,304
","                231,683
","               -363,842
","                294,412
","Regal Holding Co., Ltd."
,,,貿易百貨,5906,台南-KY,"

財報電子書

重大訊息
","109Q2      9.77
",普通交易,106,107,108,66.96,1.15,107,108,109Q2,"      0.00
",0,0,,無,"                  2,481
","                  9,031
","                -24,622
","                 25,438
","                225,590
","                133,232
",TAINAN ENTERPRISE 
,,,貿易百貨,5907,大洋-KY,"

財報電子書

重大訊息
","109Q2     40.87
",普通交易,106,107,108,66.11,0.65,107,108,109Q2,"      0.00
",0,0,,"有詳細資料
","                341,947
","                495,345
","                603,941
","                909,729
","              1,697,152
","             -1,148,165
",Grand Ocean Retail Group Limited
,,,貿易百貨,8429,金麗-KY,"

財報電子書

重大訊息
","109Q2     34.17
",普通交易,106,107,108,11.53,27.39,107,108,109Q2,"      0.00
",0,0,,"有詳細資料
","                404,584
","                408,854
","                -53,814
","                298,915
","                304,341
","                -61,173
",Jinli Group Holdings Limited
,,,貿易百貨,8443,阿瘦,"

財報電子書

重大訊息
","109Q2     20.68
",普通交易,106,107,108,44.14,1.7,107,108,109Q2,"     83.31
",1.64,0,無,無,"                -58,364
","                 15,034
","                -53,053
","                -55,300
","                280,044
","                 51,508
","SHUI-MU International Co., Ltd."
,,,貿易百貨,8454,富邦媒,"

財報電子書

重大訊息
","109Q2     42.01
",普通交易,106,107,108,60.31,0.92,107,108,109Q2,"      0.00
",0,0,無,無,"              1,270,082
","              1,449,640
","              1,393,781
","              2,085,628
","              2,836,386
","              2,039,040
",momo.com Inc.
,,,其他,1416,廣豐,"

財報電子書

重大訊息
","109Q2     19.54
",普通交易,106,107,108,46.36,1.22,107,108,109Q2,"      0.00
",0,0,無,無,"                223,240
","                250,066
","               -133,726
","               -214,319
","                -93,777
","                 72,677
",KWONG FONG INDUSTRIES CORPORATION
,,,其他,1435,中福,"

財報電子書

重大訊息
","109Q2      7.04
",普通交易,106,107,108,16.2,77.56,107,108,109Q2,"      0.00
",0,0,無,無,"                    719
","                -12,282
","                 20,673
","                  3,321
","                 -3,196
","                 -4,034
",CHUNG  FU TEX-INTERNATIONAL  CORPORATION
,,,其他,1437,勤益控,"

財報電子書

重大訊息
","109Q2     30.87
",普通交易,106,107,108,44.28,3,107,108,109Q2,"      0.00
",0,2.55,無,無,"                310,654
","                249,298
","                881,407
","                404,094
","                276,887
","                137,582
",GTM HOLDINGS CORPORATION
,,,其他,1516,川飛,"

財報電子書

重大訊息
","109Q2     11.85
",普通交易,106,107,108,12.29,7.2,107,108,109Q2,"      0.00
",0,0,無,"有詳細資料
","                 16,700
","                 16,191
","                 13,307
","                 59,226
","                 86,786
","                -51,925
","FALCON POWER CO., LTD."
,,,其他,2062,橋椿,"

財報電子書

重大訊息
","109Q2     30.33
",普通交易,106,107,108,57.7,1.2,107,108,109Q2,"     11.69
",0,0,無,無,"                217,560
","                110,841
","                 70,266
","                197,086
","                597,131
","                477,793
",SUNSPRING METAL CORPORATION
,,,其他,2348,海悅,"

財報電子書

重大訊息
","109Q2     22.98
",普通交易,106,107,108,67.82,2.36,107,108,109Q2,"     35.33
",0,50.64,無,無,"                182,675
","                461,783
","                565,055
","                -45,978
","             -1,167,076
","               -540,300
","Hiyes International Co., Ltd."
,,,其他,2358,廷鑫,"

財報電子書

重大訊息
","109Q2     13.23
",普通交易,106,107,108,61.45,1.94,107,108,109Q2,"     62.54
",0,0,無,無,"                 34,499
","                 70,331
","                  1,173
","               -454,171
","               -136,437
","                -31,635
","Ting Sin CO., LTD."
,,,其他,2443,億麗,"

財報電子書

重大訊息
","109Q2      5.30
",普通交易,106,107,108,34.81,1.96,107,108,109Q2,"      0.00
",0,0,無,無,"               -270,775
","               -388,477
","               -276,343
","                 -9,766
","                 44,279
","               -111,548
",LEAD DATA INC.
,,,其他,2496,卓越,"

財報電子書

重大訊息
","109Q2     45.04
",普通交易,106,107,108,46.47,0.59,107,108,109Q2,"      0.00
",0,0,無,無,"                154,981
","                124,866
","                 76,118
","                 46,374
","                198,252
","                 82,574
",Success Prime Corporation
,,,其他,2514,龍邦,"

財報電子書

重大訊息
","109Q2     23.17
",普通交易,106,107,108,53.55,2.29,107,108,109Q2,"     77.16
",14.22,1.21,無,無,"              1,209,728
","                 25,102
","                865,253
","             -1,013,021
","             -1,592,631
","               -567,176
","LONG BON INTERNATIONAL CO.,LTD"
,,,其他,2904,匯僑,"

財報電子書

重大訊息
","109Q2     13.92
",普通交易,106,107,108,41.28,0.58,107,108,109Q2,"      0.00
",0,26.01,無,無,"                 95,889
","                118,789
","                134,891
","                213,590
","                293,659
","                111,139
",Prime Oil Chemical Service Corporation
,,,其他,3040,遠見,"

財報電子書

重大訊息
","109Q2     21.95
",普通交易,106,107,108,15,3.03,107,108,109Q2,"      0.00
",0,0,無,無,"                696,983
","                 82,491
","                 85,934
","                 66,375
","                102,211
","                 37,324
","GLOBAL VIEW CO., LTD."
,,,其他,3557,嘉威,"

財報電子書

重大訊息
","109Q2     19.77
",普通交易,106,107,108,63.1,0.78,107,108,109Q2,"      0.00
",0,157.64,無,無,"               -229,858
","                    317
","                217,451
","                -10,743
","               -444,747
","                804,132
","Jia Wei Lifestyle, Inc."
,,,其他,4536,拓凱,"

財報電子書

重大訊息
","109Q2     53.35
",普通交易,106,107,108,47.6,1.79,107,108,109Q2,"      0.00
",4.21,24.04,無,無,"                483,147
","                845,165
","                865,782
","              1,065,574
","              1,853,539
","                578,247
",TOPKEY CORPORATION
,,,其他,5284,jpp-KY,"

財報電子書

重大訊息
","109Q2     41.12
",普通交易,106,107,108,40.6,1.22,107,108,109Q2,"      0.00
",18.58,0,,無,"                204,558
","                146,518
","                 91,402
","                220,507
","                140,436
","                277,124
",JPP HOLDING COMPANY LIMITED
,,,其他,5871,中租-KY,"

財報電子書

重大訊息
","109Q2     50.85
",普通交易,106,107,108,85.92,1.1,107,108,109Q2,"     19.64
",0,113.57,,無,"              9,656,514
","             13,369,370
","             15,468,812
","              8,188,867
","              8,517,314
","             14,010,496
",Chailease Holding Company Limited
